input,is_pd_id,split
A2MRSATRF4P1NY,yes,train
A2G3L18AD24CFE,yes,train
A3DPTITWLD7DSN,no,train
Birght E%Z,no,eval
A8MC35J03AAB0,yes,eval
A37QJ7ZPAA89V5,yes,train
B005HGOIP0,no,train
A1EUH5T3M85UF1,yes,train
A1YEHA6OQ3CR04,yes,train
A2JB041 get ,no,train
A3VK8A043LR22Z,yes,eval
A3SUBYL3ODORPE,yes,train
B007IKLWLQ,no,train
B000ETVKEC,yes,train
A1B5GXA5BIZAO5,yes,train
A37071Q86HR6FU,no,eval
A27GICTHRIP0WU,yes,train
A3PIHY8BD4AF7D,no,train
B003YF4E3M,yes,train
B0002DQYGE,yes,train
B012U@an make3,no,eval
B005DDCKHK,yes,train
Our FinTRXB7!6,no,train
B00375LBPS,yes,train
B001SB6AQS,yes,eval
A35FN1VLTTPT3G,no,eval
AET1XNA139UE2,yes,train
B000LQNCEE,yes,train
AYHNMCHZ0DU63,yes,train
AS08W4J2P4ZC2,yes,train
B00250U9BI,yes,train
B0030QDIG_2,no,eval
A2TN98Cnot Jew,no,train
A1#GTN5XT_E,no,train
AKYQPDXYA87EZ,no,train
A13G03F8NZ,no,train
ASYQPHV9KN6U8,yes,eval
B001FA1H74,no,train
AO7LSMally(,no,train
A3AD7E8N7YQUN,no,train
B0002X4PYC,yes,train
A175XSLEX9WJLI,yes,train
AASV5T5ric,no,train
AS56FEX&1J0N4,no,train
A3NN7G1QMFQ$8,no,train
B002H3o Stir F,no,train
ACCGIBM7X0N8F,yes,train
A13GZCHAMKWYBT,no,eval
A24ODHD9E5CL24,no,train
B004HBLSJK,no,train
APNLFE7D7ZQZA,yes,train
A27U1ZPF2QO1JZ,no,train
A36AW2T1H6I5H7,yes,eval
A29M0152K50HFE,no,train
A25DF7X8DK4MLV,no,train
A114BJ5H7AU5VR,yes,train
K-cup variety ,no,train
AM07MS0RFTY0C,yes,train
A2JYZJF2X2PWIP,yes,eval
A39H3JYSEOZP45,yes,eval
AULMCVSGEPJN0,yes,train
A22IAC67WWBIJB,yes,eval
A3P0CO007M,no,train
"Hearty, very p",no,train
A2O52V0and,no,eval
Nice choice,no,eval
A5XTYRZ7FSYZY,no,train
Stinky=5U6,no,train
A1H8KV5SYZMQ3S,yes,train
A240OM2ODC8XVG,yes,train
A31RI35JEVL56F,yes,train
A2X7Z2R324ZSDB,yes,train
A2TUJI1HX80SVC,no,train
B003N43SDQ,yes,eval
Best Chinese M,no,train
Mello4fo& LOT,no,eval
A2T480WZZLJWRN,no,train
favorite brand,no,train
A2J8289OOT5DE4,yes,train
A3MNDIDJYJI4MY,yes,train
A2ASFA6TVKQVGZ,yes,train
B001684OBQ,yes,eval
Came in great ,no,train
Sadly this did,no,train
mi&6 XHWEW2,no,eval
2ove thI(URS,no,train
AJ83DFYV61YR5,no,train
2ac1orytch,no,train
A22PCWLDUFKQHN,yes,train
B000P664X6,yes,train
A1OSFKOLIVQPLY,yes,train
A1OD6S5ZXG2OZT,yes,train
My favorite! M,no,train
A16EBBUs are a,no,train
Nasty watery d,no,train
Only for TRUE ,no,train
A3C3AOHAD9ATHA,no,train
A16BZEC45QNMCA,yes,eval
A1T0NMDYSGZ56B,no,train
AQ639VV5C8XPF,yes,train
This isng &,no,train
A27QWNOXH7VOX5,yes,train
B0036IBTTE,yes,train
AA6624RREFT17,yes,train
B0064KOTN4,yes,eval
A1EMHFH8RJLLKK,yes,eval
Excellet produ,no,train
A12K79HZGK3XQV,no,train
A2RGQXJT2SAI3,no,eval
AD7JJMONU8JW5,no,train
Favorite iced ,no,eval
Broken upon ar,no,train
A2TZPNML98L12B,no,train
A243ACO3VKGD64,yes,eval
A10DN1MXRBVJ98,yes,train
ACPBMLZX3VZA2,yes,train
A2VZS0GPR53L24,yes,train
0000ULIX8E,no,eval
A14SRDM#CW,no,train
A2122D5YIKRLFY,yes,train
A3PCRYHF31VFSS,no,train
A1PJ6TR85L6VF3,yes,train
The@newR3HN99,no,train
Metal packagin,no,train
B006I27J7JL,no,train
B004QLZF9K,yes,train
Very Nice Prod,no,train
AR3E65HREX2CF,no,train
B001M074LK,yes,train
AXIBU8SOYD3RK,yes,train
this really wo,no,train
A2UXPD8NWFPG4Y,yes,train
A3U12AQA148DEX,yes,eval
A20OQMLRFNZADL,yes,train
B003P5EVGQ,no,train
AAG231LB2I9#2,no,train
Best exble k ,no,train
A0C33IBGYQ,no,train
A3T65L1AC2YDUX,no,train
problem with s,no,train
AJK74PSDE4KXN,yes,train
Curious9e S,no,train
A19FSTSmoke,no,train
A2FBGU5Z9QDRLS,yes,train
More crumbs th,no,train
A3C9XJY4SGAHBV,no,train
B002E36DPW,yes,eval
A26G4JEJH69DNJ,yes,train
ADGWCHCYTVMYE,no,eval
A3JL3V7QWVDY8P,yes,train
B002L7980S,yes,train
A2KCHZUo8ie,no,train
A1Q30GBJ2NXLYE,no,train
My littZ&VZ,no,eval
B003AOETE6,no,train
A2F4K-17FXFQ1,no,train
AJMDXXYZJ20SA,no,train
Better than bu,no,train
CANN$D %HC,no,train
A120PNWS9F7GK1,yes,train
A15KU7NF9U0AKN,yes,train
B004W1544A,yes,train
A16TMLWXLBCLLZ,no,train
A1WB2ENJP2YLRJ,yes,train
A2B8UG7FIH9I7P,yes,eval
AR3AEOA0BC8M1,yes,train
A1P62GPL8Z,no,train
APW2OF6UAR9D5,yes,eval
B000GRGT9I,yes,train
B003OWM0AO,yes,train
A2O1GFP6JDIB2U,yes,train
not )o6MH3C8A2,no,eval
ANX22YSHCYZEW,no,train
A22OH7R67TZBZR,no,train
AK2XM3d For,no,train
A1111VW9CV2XBY,yes,train
A2TZ3DNHB2EJV9,no,train
A2B9MZZNYI9IQC,no,train
A17E9Z6243YHZ7,yes,train
ABTG555FRPS9M,yes,train
A1XI8PJKQUNOMP,no,train
AA86M2HXOQIJE,yes,train
A3HOOC1KUI,no,eval
Best4hiover,no,eval
Aw7som4hia se,no,train
A1UZ9A46RCFD1Q,yes,eval
B000EZUHD6,yes,train
+001VXIC0U,no,eval
A1MXNURG1HD3WZ,no,train
A17K5BDU4VCSNP,yes,eval
AGAV1QDN#ZIU,no,eval
AR4LNSDXCYVNV,yes,train
Tea A5LAPAR,no,train
B001U1Y6U8,yes,eval
A22!H37HM4Q,no,train
My Parents Lov,no,train
A2EIN66K77V26S,yes,train
B0005ZHOOA,no,train
B001XWRRKA,yes,train
AFUKIZ96GQPEM,yes,train
4H4ZUCGAJ6TM,no,eval
HUGE 3oQ92Q7,no,train
A1TQV7RJ1KZYHL,yes,eval
#oc-R2XPA5PDTS,yes,train
Ca^t b7CL22OYT,no,train
A2I5TTL2JYS2RA,yes,eval
Great fall fla,no,train
great#sIQLW,no,train
ARTBQH9WOZTIV,yes,train
B004CGZF7G,yes,train
A2WGKN8AN8K5KN,yes,train
ATPQ0NWRZ871C,yes,train
A2H74AZUI),no,train
A2EKWSI3QO8WG1,yes,eval
SurprisH00I3,no,train
B0009F3SB4,no,train
A2BY42B58E,no,train
ALCNWWMHU8H1Q,no,train
Subtle Pleasur,no,eval
A28LJ3NTSSJ03F,yes,eval
bacon s1@TV1,no,train
A203IUBSTTQT,no,train
A1PI4KIVNNCZAW,no,train
B005CT8R90,yes,eval
A361Z3N2JHBTNT,no,train
A2ZIRNZ WON,no,train
AGQE4I3KB8AAE,no,eval
A281LHQN76RJQJ,yes,train
A29XJGVEFBJO81,yes,train
A1YMQA92XLN8JX,yes,train
AA4LPR564WWYF,yes,eval
Atkins Pancake,no,eval
B0020LP6T2,yes,train
ALZVQR(W1D1,no,train
A3653X4TRWKT81,yes,train
A364X34WBLN7JW,yes,train
ASV7C683QF2ON,yes,train
Chaka's Mmm Sa,no,eval
!runchy385,no,train
A2565N3N43Q4L9,yes,eval
A18UZ9LPOYSCHG,yes,train
A2RX06BQXD5DZX,yes,train
B001EHJ2NY,yes,train
"Edible,I8N58B1",no,train
A38LLS)15UM,no,train
Gr-at8SS64,no,train
A3DSLWYWGF8YD1,yes,train
A3KNTGD4UZH1BV,yes,train
A1WUDPB1E98M3L,yes,train
A21OOW14GS2G6G,yes,train
L+ok SoN64AT,no,eval
A real U%K,no,train
A2ZCA8X79WC4WS,no,train
A3LJL6V6YHJEPS,yes,train
B000ETQ4XE,yes,train
A38DIJ5@il3 ,no,train
A2I4DN20KYIXH3,yes,train
Fair2prBL2,no,eval
A3GRKEAIF1J0FH,no,train
A3R7V5694II3O7,no,train
B005HTY8OS,yes,train
AVHZ3ZFGXHX7B,yes,train
B0040CZA0RE09,no,train
AV453DFIFIK8P,yes,train
A2SAB3L7LKKE70,yes,train
A2B9URUW3QRNM,no,train
dieting but no,no,train
A1V4IUXUGGHD4R,yes,train
A1ZQWQ4SE49YXO,no,train
A2M9SS7VM3MVLP,yes,train
Ha2e a114U,no,train
A3LF2SJ3U6LADU,yes,train
A1V19O306JIVK3,yes,train
AFW94X2RP23WK,no,train
)OZBW8k This M,no,train
A234OFCJVQW6IR,no,train
B000CE9I9S,yes,train
Round !$XC8ET,no,train
Chocolates edi,no,train
@155HM5JDQUB,no,train
B003GTQK38,yes,train
A1PRADS1FSSH7T,no,train
A233FGJF65UXM7,yes,train
B002FJU004,yes,train
A2479G5YLXJCP6,no,train
B000Y3IWZI,yes,train
A2CN1P6JJ7J3JH,yes,train
B5001H38PWSY,no,train
A26UZ1XNGMBCQ3,yes,train
B001BCOZ9S,yes,train
A1QVNO8Y53NZEE,yes,train
B003O7AD9Y,yes,eval
B000H25VWI,yes,train
A1NB6QSPE3YHQQ,yes,train
A1BLLJN0ECW9PZ,yes,train
Quick destruct,no,train
A=7RLKPDZPB5,no,eval
B003M5W8ZK,yes,eval
A1JPZXQ3EW9UE0,yes,train
+nly 8eK3EV4C,no,train
Not ediP7Z,no,eval
B001SB4SXA,yes,train
A56LF5LZKV9X1,no,train
Very yoWHKY,no,train
B003RRFBF2,yes,train
B004LM9JZU,yes,train
B0008.  Throw,no,train
A2B$767F48S,no,eval
B808Ed Rice a ,no,eval
B000BF54NW,yes,train
A30EPHX6OP244B,yes,train
AZKST8OSH1SQ1,no,train
My-Favot a,no,train
B000H2409S,no,eval
A17UXTY8BF8LKC,no,eval
Love that rye ,no,train
A27P7GBt Way5t,no,train
Packagi14LZ,no,train
B0012BPV64,yes,eval
A2EYSVK8KWWTCN,yes,train
A24LQQ7TYE76EQ,yes,train
A1VPXODUN52EDQ,yes,train
AO06BFORS7PHT,yes,train
A1Z4PPP3SZ50C8,no,train
A26M6LYYH6KQVS,yes,train
A25KL1GDJQOGX5,no,train
A3SJP45BIGUAZ4,yes,eval
g0eat r)egra,no,train
B000EM2PNO,yes,train
AUNVGJA61BUVS,no,train
A3T3FAR0UZYJP3,yes,train
A1HLQQKten,no,eval
It's a I56,no,eval
HEALTHY6$AJXA,no,train
A33E956HORC,no,eval
S7me 0aA33EPX5,no,train
B%058A1L2L,no,train
B003UW6MO8,yes,eval
A278SD8KDYT1JE,no,train
A2SIQM204JJQGH,yes,train
organic tea,no,train
Donut House Ci,no,train
A3KP4KX9K10Y8C,yes,train
A1Y1E9JI4JG99H,no,train
B008HYS37S,no,train
W*rth6RWJCATLL,no,train
SMOKY BUT FLAV,no,train
Dat's1S06D7,no,eval
A2JWBF34E37X,no,train
A1BJRDEIOQ9W01,yes,train
B00176IK80,yes,train
A1OQJ144D0Z040,yes,train
A3OAQYLDF4CKEO,yes,train
B000OXAW9C,yes,eval
A2PAC7KNUV23QV,no,train
A3W00A2YKZO0X7,yes,eval
B003SRJJOU,no,eval
A376CO7SSSJOCO,no,eval
B004VLV47C,no,train
A2R92GW7G9R2LB,yes,train
B000FPM56W,yes,train
A25RQB27N7EXK,no,eval
B001EO5WZO,yes,train
A208AHWXVRQ0LG,yes,train
A1XZVR6FUIZ8NB,yes,train
AMN0JLUZ8R1KZ,yes,train
A2DNJS80LRIP9K,yes,train
Butterm8EOSQ,no,train
A3HDQI0KBVLDA0,yes,train
B002HFUM5O,yes,train
A2C0O91VHBH62B,no,train
Delicious touc,no,train
A2AYGA86KQOXOU,no,train
B003CG16M0,yes,train
A3BREI4Q5LV3S7,yes,train
B004+ved s*,no,train
B000BIVY6K,yes,train
A33EMRLUZCKDCE,yes,eval
AKG!NE0POM53D,no,train
"B0044nt, 1a",no,train
B002ULEFYE,yes,eval
A16LQYDJY5QRHQ,yes,train
AR9)VZKWFM,no,train
AMT9N327C9776,no,eval
A3QZ3R1JZ981EG,yes,train
A1Z3KD004ZZ45Z,no,train
A2WX50SXLNYJ4F,yes,train
B000NUD!4L,no,train
NOT whaGP3TOOZ,no,train
Cheddar Mac an,no,train
A36US4LDM5BLGF,yes,eval
I love Tullys!,no,train
A3QN7KJBIEIBS3,yes,train
A1HZSCB9ZL3MC,no,train
A1MQERONDU(,no,train
51YLVJNZ92,no,train
A1O9ZCN0LTKDT6,yes,eval
A1ICRSIYTOXPKU,yes,train
AXABR7EWB9PX,yes,train
A1HYX0N4Q942CJ,yes,train
B8%0GLQ02U,no,eval
A2VG2DL87MOPO1,no,train
B0012AQNBW,no,eval
A1LJNPIV31NKM4,no,train
sof'ellmelon!,no,train
A2MRG4D3ELIFOC,yes,train
B005O12QIY,no,eval
AIGX79AW2F8KL,yes,train
E&erlasNWPN,no,train
Potato Gun = W,no,eval
HANSENS ROCKS!,no,train
B0051OEEIE,yes,train
A1SEHNBD8I,no,train
Looks like thi,no,train
A1743C352J6V0C,no,train
A3COOTPHEAASH,no,eval
A30CQ9Q5T03J7D,yes,train
GREAT daily ex,no,eval
AD3R2Mf@r up,no,train
A2BXV5BQYXU6HP,yes,train
AQKI3EHVZH17I,yes,train
A1ZFQHBMSHIEF7,yes,train
AO902LCTZH4HM,yes,train
ARDIVLKBMVBJ9,no,train
B000PXU73W,yes,eval
Haribo Gummi c,no,eval
A15Z0016Q051B0,no,train
"TRY THESE, THE",no,train
A2P5356D1S5UAQ,no,eval
A62L7XXNSOXIA,yes,train
A2ZLI8R36QPW7E,yes,train
A1SNR8U7YAHAPO,yes,train
B001DDD4BU,no,eval
AYHVXRQ68ZBMH,yes,train
AKALDNM2XMFB1,yes,train
A1X5GNR8WFXU90,no,train
Cookie8 is,no,eval
A1ND0S#WXG,no,train
A20Q492YG4A96B,yes,train
beautiful but ,no,train
A3HV&TT79E,no,eval
A241DAVFAPULDC,yes,train
Try it... it's,no,train
Ve$y ta9HVA,no,train
Best so far...,no,train
A1XS-DE1nam,no,train
AORGKBNQZ83O8,yes,train
large drop in ,no,eval
A5OUXSR10SUU6,yes,train
Yummy Pretzels,no,train
A3SQ479HV6G,no,train
A33QKPC2I6FNY9,no,eval
"Very, very sat",no,train
AA4ZWL2618VJR,yes,train
A1Y6N3PJZGIEF8,yes,eval
B004XINWNC,yes,train
A3UZXANRZMTEK1,yes,eval
A35G89Ce7l,no,eval
A30XLHJALAUY77,yes,train
AEUBYLMR0695H,no,train
A1SQZTQCLKWTED,yes,train
B000PUQ4UU,yes,train
AEAKBEHACV53Y,yes,eval
A2JRLYRK2U7EA,yes,eval
A3RFDPI8CSQNUR,yes,eval
Libby's Sauerk,no,train
A3F6E1S11H2,no,train
A3R9XUPGNQBAYO,no,train
BEST WE nat0ra,no,train
A51A11NFOVG5N,no,train
A2KXJX2WIHTBXV,yes,train
A2!N73E! Pop,no,eval
A14)RO563RH,no,eval
A2AVRC44POYX0A,no,train
B005N2JEBQ,yes,train
best thing man,no,train
DISAPPO0R3E48,no,eval
A27EW0VUL06GTJ,yes,train
A31ZOZWAIQ6YWT,yes,train
A41HM8MBQ5NRM,yes,train
B004YZDSAQ,no,train
A107FMYP7E,no,train
AROFAG2DCDS6E,yes,train
B001NH5I4M,yes,train
A1E2BUG66MTO5X,yes,train
A3U05K7VACGXTA,yes,train
AMDW9959CDGS7,yes,train
9ta)h i-KMYPO6,no,train
Food you can r,no,train
F(rro-the ,no,train
A1Q9PYEUD2MMJJ,yes,train
A3DV3XKP2KNXOV,yes,train
AY9WOOEXDKDSD,no,train
A1N3C361B0ZNWE,yes,train
B000W#or+ S,no,eval
ARDGDLZVP0DQ6,no,eval
Bad Bad Bad,no,eval
A1E1OYOTBZPG16,yes,train
A1YO97E4B8TRRL,yes,eval
Pop6hip 5RE8E,no,train
Lactose36L74,no,eval
B006H34C7Q,yes,train
AGFAYNH48Y9WA,yes,train
A2B7067AUXG5HR,yes,train
A3AOMUR63C6FK,no,eval
A21AE0RU1G9ZIF,no,train
Mixed feelings,no,train
A3EUHQVLBD2TUO,yes,train
7lack t9TC,no,train
A)9AZKTIW3,no,train
A1Y58P262PILSD,yes,train
A2UFC8M91UFRX9,yes,train
AF1A88EZM2O05,yes,eval
B000LQOJNM,no,train
B000GQR8%6,no,eval
B000ATFG2_60T2,no,train
AQWGYGS606LSI,yes,train
B2099DUTPJGAS,no,train
A2EGWKU1MICW6W,no,train
Not so=5AM,no,train
A2I8GWTACDA8LC,yes,train
Why d*ddiet ,no,train
ALFO476D4VOV3,yes,train
AS4IG6s aren,no,train
A38H4XCCPLRF93,yes,train
B000JDHOQG,yes,train
A3DST1W4RA6KJ5,yes,train
Gluten Free Fl,no,train
Terrific Taste,no,train
Great Meal or ,no,train
A1PUBGUS9PPBO5,yes,train
A1MP4UDO8FA5XJ,yes,train
A2FD4Q0CX8NSUA,no,train
A2X46Q7IN2KXFI,yes,train
B0049a litt,no,train
B002N7FSP0,no,train
Only o%butt,no,train
A10PXRYR9IRACR,yes,train
ASE7MDVTTJZ2L,yes,eval
A3*JLUA jus ,no,train
A3PQ13I8RR2FEO,yes,train
AGC-0Pweigh,no,train
A3M1Y3AZRM3LS6,yes,train
ATQDH9UHTFNJB,yes,train
A3QSEUAGIGGCVA,no,train
A3USSR58TXT1YW,no,train
GOO0 I5-L4,no,train
A13N0LPQO0O07P,no,train
A2GCQG4TCMV46,no,train
A312BZPPVRTUWJ,yes,eval
A2P0OP39K6U9EK,yes,train
A2VK4M8L2ZRVK8,yes,train
B000HQR9JW,yes,train
A1N02UIQE8EPGH,yes,train
A1VBNZULH2H0KB,no,eval
A119MX6YLAB6DS,yes,train
T$iningL65,no,train
A3CZ1FMLJGLYFV,yes,train
AK87ATNM95I1,yes,train
B008L19ZQ0,yes,train
A1LA1N9IVU6VMO,yes,eval
B003TOEEFG,yes,train
A2T89T29UX9G,no,train
B0205KYBRW,no,train
A2ADZENCR04N40,no,eval
AE6F3KR6HC9AL,yes,train
AYD90P16KGKKP,yes,train
B000S3376H,no,eval
AMGIE7NS5AHUW,no,train
AY1UMUEQOR850,yes,train
B001OHA1X4,yes,eval
A2Q0HIAA12DQIQ,yes,train
ARUKZNYV91I7Q,yes,train
A2NZGRYE0926WH,yes,train
AKYHKVVWNXALW,yes,train
AMYAHFQZI19LS,yes,train
B002LYDYDS,yes,train
K8nd %fP-XXIQB,no,train
B0007 on arriv,no,train
A3MNML991T9C3S,yes,train
A1YXM0VXF9UIC3,yes,eval
B001BW2DP6,no,train
A3A43UF567,no,train
A2F6UJXSF5KZ6,yes,train
A188XGVLF6D4UF,yes,train
A2UWT2NCOUCW1J,yes,train
A2890TLDNKW035,yes,eval
A1XMW8JDNIHDON,yes,train
A39W25RYJNSO8L,yes,eval
11044XK97CT6,no,train
AZNLQS7TD60M4,no,eval
A23QDFX20OLTAF,yes,train
B005ODKOFO,yes,eval
A3LSPG3XR75X7Z,yes,train
B008LAYS: D8LI,no,train
AD5YFE22UHF8W,yes,train
A11UPNFYDICF3C,yes,train
A3DFS4FGFM7L1G,yes,train
A3EBZDT05P5RXZ,yes,train
A2MHZJFTYF822H,yes,train
A10L8ZWIW3U,no,train
B002HO6QNC,yes,eval
A2AUNUPZJ0X9UI,yes,train
B003YMDU3K,yes,train
A5O8Z7AYPY2RD,yes,eval
A3L5G5JWMNVD02,yes,train
A1GDMTSFND8H6W,yes,train
A1PVEFNN5DGBWF,yes,train
A3ATXMCD8MLM23,yes,eval
AV8NW1KQRYFWC,no,train
B0009VO58S,yes,train
A2EY6R1C77EZGX,yes,train
A3DFTSHW2YXU5O,no,train
A3BSRED7QLNSVX,yes,train
A20HTVL7JE0JG2,yes,train
A19CXI5F6UX55M,yes,train
A3C5XDB6Z8ILS3,no,train
A32E8FSKIVWXTW,no,eval
AG94GZEFAJML9,yes,train
"Mak@s ""mooth8c",no,train
Nice twist to ,no,train
A30HXV8TI5OHJV,yes,eval
B0027KE7X2,yes,train
This ia*d E,no,train
B003MWZBQ3,no,train
A1PW4B86RDVVX2,yes,eval
What is the se,no,train
absolutely lov,no,eval
B001UUGLZC,yes,train
B000FIAAI1*N,no,train
A14MIHJTJ4AMV8,no,train
A3DNVDSLESKN3D,yes,train
B000CSLU6MG26,no,train
AG2XI6GFVON5E,yes,train
B003P9XFT6,yes,eval
Timothy606D5,no,train
Great go-away ,no,train
A1O1CT7N63M09Z,yes,train
ARRZEX0LIBLNN,yes,train
A3PJLHCPBE0GMK,yes,train
A2M3KXSH1ZOHIR,yes,train
A1E4JTGSH62I,no,train
Dec6nt F^4,no,train
Out@age2NA,no,train
APOXXKB1JR51X,yes,train
A2PD80S1N7920J,yes,train
B000FXSM17,no,train
ABBJ51HPLCF9M,yes,train
Love SF Red Bu,no,train
NothingV7),no,eval
A1JLVJCORZK1SO,yes,train
A1P37VWSAZ7TB1,yes,eval
ASHHGV07SC5OK,yes,train
A364ZQLZSJ3RUH,yes,train
Hal) thic deca,no,train
61EMC05od al,no,train
A1X6FNVA4RZSVO,yes,train
A3HEBFTCWVD7UT,no,eval
"Wow, Ca@hel",no,train
A1E7J2KDNEUXDF,yes,train
Great GED%HW@9,no,train
A2V74SLN61NR7R,yes,train
"A9QN4B, 1o w",no,train
A26EM34ADSAIN2,yes,train
A26LRRVCH87,no,train
A1D26TLTDLB99Y,yes,train
A39BXY4J4ZYA0J,no,eval
A$WXETHRD0,no,eval
Strong 3ZGQ,no,eval
These weigh 46,no,train
B000PNM118,yes,train
A7WV8N516BW2M,yes,eval
A39PPSAJ3963VL,yes,eval
A3GSXKWS1B8435,no,eval
B070Wtame+*,no,eval
A1EU3LL7XYK1AC,yes,train
"Deep, Not-Too-",no,train
B000EW0XFQ,no,train
A1GMWQFEHN6LH2,no,train
ATOJ797I9YB10,yes,train
A3PKYBDO5NPNZH,yes,eval
A3I40HXM39GI8B,yes,train
Not 6Ve5QY,no,train
A15RMWY21C75EA,yes,train
A11GQIRBLCXXSH,yes,train
A2RZIPVM2GK6WJ,yes,train
B000FNLEHK,yes,train
B00176CTRS,yes,train
A2WAM8TWNFK7UC,yes,train
A1T09GR2ZRCHBV,yes,train
A3PD5K(rks,no,train
B000W4YAGY,yes,train
A3IPSHGBM41YAG,yes,train
A3D7BS4X0MODI0,yes,train
B008AHF8GG,yes,train
A19Z3NTGL4ZPTQ,yes,train
A10795D6SI2M8Q,yes,train
A3FPAERU2I3OV6,yes,eval
A2Z1WUU6BWFVH6,yes,train
A1JZRR2KBWB0NP,yes,eval
A2TQKHEUF8NY9W,no,train
Pretty awful,no,train
A3KFS8CWU4817Y,yes,train
A1K0U6C5S9,no,train
B003LZLI%U1,no,train
B005DGJ5K2,yes,train
Pee-y$)ruffles,no,train
A2QCB2GF8NLJCC,no,train
B0045DS4H4,yes,train
A28XNJ2SRPMGRH,yes,train
A7VT2FWPPZ82J,yes,train
A2EA9YHJVAKC6L,yes,train
So-So At Best.,no,eval
ACLSOQ8GSTZVH,yes,eval
A5P3VY Wine,no,train
A1FA5EAOPC9LHS,no,train
A2$67VA1I4,no,train
B007FUA3AK,yes,train
GREAT FIND!!!,no,train
A2HJQXERJ0LLLL,yes,train
AW68H8T5JM,no,train
AKAZ8AF2NVGUT,yes,train
A2X70DP44RSK5G,yes,eval
B000M2UNG2,yes,eval
A(3BDL3ED1J,no,train
B0001M0ZQ6,yes,eval
AT2HCP071N6AI,yes,eval
Terrific buy!,no,train
B003GEV0N8,yes,train
"Nice, &ocess",no,train
A1ZPRUI1T6L5KF,no,train
A2CTQOWHR1LNRD,yes,train
B003F Food!  *,no,train
B002FZLJWG,yes,train
A18TV6FFZ2Q3Z,yes,train
A3N5387RP4R8CJ,yes,train
B000FK8IUD9TD,no,train
AUNDPIR6865Z0,yes,eval
A294DDGGXND7BZ,yes,train
_002*B15WRDJ7X,no,train
A2S55JM7PPQKRP,yes,train
B001EO76YE,yes,train
Used it for 30,no,eval
Nice healthy f,no,train
A170VH2CI8YYOH,yes,eval
A3TEB05BMKTEJT,yes,train
B001B4VOQI,yes,eval
A3CZQWYugar,no,train
Good Flavor.  ,no,train
A1EQCQFWOFJLLT,yes,eval
A13QVE6RCEFJGX,yes,train
No cause for c,no,train
ARGDIHPIU2MFQ,yes,eval
A374O3186D2HTX,yes,train
A1PVO3HILRIDMR,yes,train
B0002YHU7K,no,train
Tried all kind,no,train
A2XKLRXVHKPJ4I,yes,train
My fath_ too!,no,train
B001E5DZIE,yes,train
AF6SWUY64E,no,train
B0014EQHR6,yes,train
M6 Most26PIRT3,no,train
B000VVP2II,yes,train
A1AJ71Z8RJ8WVL,yes,eval
B000G7V3GC,no,train
A1YSWMXT4PTRD5,yes,train
A1IP8Y1XH4FLLZ,yes,train
A2AFB6Z1F91466,yes,eval
A11K2137IX=LAU,no,eval
ja ja mi^ w,no,train
ANWUC22XA5OCB,yes,train
A2KODUBRYSU62B,yes,train
ASL3ASCKNXI10,yes,train
A11FNE7L67N6QS,yes,train
A2NJQF2UI60VGT,yes,train
A26PRX6UPWSNK,no,eval
SOOOOOOO SALTY,no,eval
A2R84G%n Co,no,train
A1RCQ6WRMXE0ZN,yes,train
GREAT BACKPACK,no,eval
B000F1TNHU,yes,train
B000PQXJJ8,yes,train
AE2CYU5Q6945R,yes,train
Best Ever Cara,no,train
AY3JMOTEMI3DH,yes,train
3ummy$owinter,no,train
A14SULOYQH9MMC,yes,train
B000P0P5FU,no,eval
A1C99IAGMN5TP4,no,train
B0001M10QU,yes,train
A2VGK24T9MS07B,yes,train
A3VO9Z8XUC,no,train
AI28F2VENQ9PA,yes,eval
AN55W6XKJD1IJ,yes,train
B005@ peanut8,no,train
A1IYSS1OWRF1S,yes,train
Keeps My Littl,no,train
B001EQ5FSG,yes,train
A20UP3)o2d and,no,train
AJ5QYHt p+n,no,train
4ove mu4MYBXS2,no,train
A10IFYNs B,no,train
B003QGVYCI,no,eval
AII5C30XX7G2B,yes,train
A37SKUFO0UHPZA,yes,train
v6ggiesSYE^FT,no,eval
A26BIDEicken,no,train
A1KELL7(9IP34,no,train
AMA17NGQZDU3C,no,train
A2EE2SD5EXWQ4W,yes,train
933IK94GAS,no,train
Indulge9#(TP9M,no,train
A5L4G7DJELCNE,yes,train
A22SU07XW3K4R0,yes,eval
Hooked on oran,no,train
B0030KWLHM,no,eval
A1S9JHR6XCSTGQ,no,train
A23HXI6HOU5VVP,yes,eval
A3V9H5OBUBA6P9,yes,train
A1CXZDG645YI1R,yes,train
Delicious..gre,no,train
A2E1VCI6QCP8WL,yes,train
A3LIPHXNJGQS2L,yes,eval
A3AGUGYTHV8BEQ,yes,eval
pic2y eis tas,no,train
AHBXYLIVJU949,no,train
A3TDNYKID3WLUE,yes,train
AHQCJFT8DW4CT,no,train
B000Z936NO,yes,train
A3I82YQJX4PMFO,yes,train
A3L4XQ2WJHURMU,yes,train
A1T9UYL3R1E9V,no,train
A1NT6PT kic,no,train
AABJ4HFZ8HJHU,yes,train
A51IA31P5C9CC,yes,train
AGF5W0IB0F031,no,train
A3FNY15L6JTEWD,no,train
A1E1JOM35J*,no,eval
B000BXSR06,no,train
A28HVC339ZF1PY,no,train
A22N0EPGB0D6Z2,yes,train
ATUXNR3WHD18N,no,eval
ASZLCLA8QF90W,yes,train
AL09BT63XHN1L,yes,eval
